response,contact_ind,dummy_cus_key,loan_amount,channel
0,Y,A000196,,SMS
0,N,A000197,,Email
0,Y,A000198,,Phone Call
0,N,A000199,,SMS
0,Y,A000200,,Phone Call
0,Y,A000201,,Email
0,N,A000202,,SMS
0,N,A000203,,SMS
0,N,A000204,,Phone Call
0,Y,A000205,,SMS
0,N,A000206,,Phone Call
0,N,A000207,,Email
0,N,A000208,,Email
0,N,A000209,,Email
0,N,A000210,,Phone Call
0,N,A000211,,Phone Call
0,Y,A000212,,SMS
0,N,A000213,,Email
0,Y,A000214,,SMS
0,N,A000215,,Email
0,N,A000216,,Phone Call
0,Y,A000217,,Email
0,Y,A000218,,Phone Call
0,Y,A000219,,Email
0,N,A000220,,SMS
0,Y,A000221,,Email
0,Y,A000222,,Email
0,N,A000223,,Phone Call
0,N,A000224,,SMS
0,N,A000225,,Phone Call
0,N,A000226,,Email
0,N,A000227,,Email
0,N,A000228,,Email
0,N,A000229,,Phone Call
0,N,A000230,,Email
0,N,A000231,,Phone Call
0,N,A000232,,Email
0,Y,A000233,,Email
0,N,A000234,,Email
0,Y,A000235,,SMS
0,N,A000236,,Phone Call
0,N,A000237,,Email
0,Y,A000238,,Email
0,N,A000239,,Phone Call
0,N,A000240,,Email
0,N,A000241,,Phone Call
0,N,A000242,,Phone Call
0,N,A000243,,Phone Call
0,N,A000244,,Email
0,Y,A000245,,Phone Call
0,N,A000246,,Email
0,N,A000247,,Email
0,Y,A000248,,Email
0,N,A000249,,Email
0,N,A000250,,SMS
0,N,A000251,,Phone Call
0,N,A000252,,Phone Call
0,N,A000253,,Email
0,N,A000254,,Phone Call
0,N,A000255,,Phone Call
0,N,A000256,,Phone Call
0,N,A000257,,Email
0,Y,A000258,,SMS
0,N,A000259,,Phone Call
0,N,A000260,,Email
0,N,A000261,,Email
0,Y,A000262,,Email
0,N,A000263,,Email
0,Y,A000264,,Email
1,N,A000265,218989,Phone Call
0,Y,A000266,,Phone Call
0,N,A000267,,Phone Call
0,Y,A000268,,Phone Call
0,N,A000269,,SMS
1,N,A000270,227307,Email
0,N,A000271,,Phone Call
0,N,A000272,,SMS
0,Y,A000273,,Email
0,Y,A000274,,Email
0,N,A000275,,Phone Call
0,N,A000276,,Phone Call
0,N,A000277,,Email
0,N,A000278,,Phone Call
0,Y,A000279,,SMS
0,N,A000280,,SMS
0,Y,A000281,,Email
0,Y,A000282,,Email
0,N,A000283,,Phone Call
0,N,A000284,,Email
0,Y,A000285,,Email
0,N,A000286,,Phone Call
0,Y,A000287,,Email
0,N,A000288,,Phone Call
0,N,A000289,,Phone Call
1,Y,A000290,186282,Email
0,Y,A000291,,Phone Call
0,N,A000292,,Phone Call
0,Y,A000293,,Email
0,Y,A000294,,SMS
0,N,A000295,,Email
0,Y,A000296,,Email
0,Y,A000297,,SMS
0,N,A000298,,Phone Call
0,N,A000299,,Phone Call
0,N,A000300,,Email
0,Y,A000301,,Phone Call
0,N,A000302,,Email
0,N,A000303,,Email
0,Y,A000304,,Email
0,N,A000305,,Email
0,N,A000306,,Phone Call
0,N,A000307,,Email
0,N,A000308,,Phone Call
0,N,A000309,,Email
0,N,A000310,,Email
0,Y,A000311,,SMS
0,N,A000312,,Phone Call
0,Y,A000313,,Phone Call
0,Y,A000314,,Phone Call
0,N,A000315,,Phone Call
0,N,A000316,,Email
0,Y,A000317,,SMS
0,Y,A000318,,Phone Call
0,N,A000319,,Email
0,Y,A000320,,Email
0,N,A000321,,Email
0,N,A000322,,Phone Call
0,N,A000323,,Phone Call
0,N,A000324,,Phone Call
0,N,A000325,,Email
0,N,A000326,,SMS
0,Y,A000327,,Phone Call
0,N,A000328,,SMS
0,N,A000329,,Email
0,N,A000330,,SMS
0,N,A000331,,Email
0,N,A000332,,SMS
0,N,A000333,,SMS
0,Y,A000334,,Phone Call
0,N,A000335,,Email
0,N,A000336,,Email
0,N,A000337,,Phone Call
0,N,A000338,,Email
0,N,A000339,,Email
0,N,A000340,,Phone Call
0,Y,A000341,,Phone Call
0,N,A000342,,Email
0,Y,A000343,,Email
0,Y,A000344,,SMS
0,N,A000345,,Email
0,N,A000346,,Phone Call
0,Y,A000347,,SMS
0,Y,A000348,,Email
0,N,A000349,,Phone Call
0,Y,A000350,,SMS
0,N,A000351,,Phone Call
0,N,A000352,,Email
0,N,A000353,,SMS
0,Y,A000354,,SMS
0,Y,A000355,,Email
0,N,A000356,,SMS
0,Y,A000357,,Phone Call
0,N,A000358,,SMS
0,N,A000359,,Email
0,N,A000360,,Email
0,N,A000361,,Email
0,N,A000362,,SMS
0,N,A000363,,Phone Call
0,Y,A000364,,SMS
1,Y,A000365,181525,Phone Call
0,N,A000366,,Phone Call
0,Y,A000367,,SMS
1,Y,A000368,146454,SMS
0,Y,A000369,,Phone Call
0,N,A000370,,Email
0,N,A000371,,Email
0,N,A000372,,Email
0,N,A000373,,SMS
0,Y,A000374,,Phone Call
0,Y,A000375,,Email
0,Y,A000376,,Email
0,Y,A000377,,Email
0,N,A000378,,Email
0,Y,A000379,,Phone Call
0,Y,A000380,,Phone Call
0,Y,A000381,,Phone Call
0,N,A000382,,Phone Call
0,N,A000383,,Email
0,Y,A000384,,Email
0,N,A000385,,SMS
0,Y,A000386,,SMS
0,Y,A000387,,Phone Call
0,Y,A000388,,SMS
0,Y,A000389,,Phone Call
0,Y,A000390,,SMS
0,N,A000391,,Email
0,Y,A000392,,Phone Call
0,N,A000393,,SMS
0,Y,A000394,,SMS
0,N,A000395,,Email
0,N,A000396,,Phone Call
0,N,A000397,,SMS
0,Y,A000398,,Email
0,N,A000399,,Email
0,N,A000400,,Phone Call
0,Y,A000401,,Phone Call
0,N,A000402,,Email
0,N,A000403,,SMS
0,Y,A000404,,Email
0,N,A000405,,Email
0,Y,A000406,,SMS
0,N,A000407,,Email
0,N,A000408,,SMS
0,Y,A000409,,Email
0,N,A000410,,SMS
0,Y,A000411,,Email
0,N,A000412,,SMS
0,N,A000413,,SMS
0,N,A000414,,Phone Call
0,N,A000415,,SMS
0,Y,A000416,,Email
0,N,A000417,,SMS
0,N,A000418,,Email
0,Y,A000419,,Email
0,N,A000420,,Phone Call
0,N,A000421,,Email
0,N,A000422,,SMS
0,N,A000423,,Email
0,N,A000424,,Email
0,N,A000425,,Email
0,Y,A000426,,Email
0,Y,A000427,,Email
0,Y,A000428,,Phone Call
0,N,A000429,,Phone Call
0,N,A000430,,SMS
0,N,A000431,,Email
0,Y,A000432,,SMS
0,N,A000433,,Email
0,Y,A000434,,Phone Call
0,Y,A000435,,Email
0,N,A000436,,Email
0,N,A000437,,SMS
0,N,A000438,,SMS
0,N,A000439,,SMS
0,N,A000440,,Phone Call
0,N,A000441,,Email
0,Y,A000442,,Phone Call
0,Y,A000443,,Email
0,N,A000444,,Email
0,N,A000445,,Email
0,N,A000446,,SMS
0,N,A000447,,Email
0,N,A000448,,Email
0,N,A000449,,SMS
0,N,A000450,,Phone Call
0,N,A000451,,Email
0,N,A000452,,Email
0,Y,A000453,,Email
1,Y,A000454,155954,Email
0,Y,A000455,,Phone Call
0,Y,A000456,,Email
0,N,A000457,,Email
0,N,A000458,,Phone Call
0,N,A000459,,Email
0,Y,A000460,,Email
0,N,A000461,,Email
0,N,A000462,,Phone Call
0,Y,A000463,,Phone Call
0,N,A000464,,Phone Call
0,N,A000465,,Phone Call
0,N,A000466,,SMS
1,Y,A000467,146787,SMS
0,N,A000468,,Phone Call
0,N,A000469,,Phone Call
0,N,A000470,,Phone Call
0,Y,A000471,,Email
0,N,A000472,,Phone Call
1,Y,A000473,239058,Phone Call
0,Y,A000474,,SMS
0,N,A000475,,SMS
0,Y,A000476,,Phone Call
0,N,A000477,,Email
0,N,A000478,,SMS
0,Y,A000479,,SMS
0,N,A000480,,Email
0,N,A000481,,SMS
0,Y,A000482,,Email
0,N,A000483,,Phone Call
0,N,A000484,,SMS
0,Y,A000485,,Email
0,N,A000486,,Phone Call
0,Y,A000487,,SMS
0,N,A000488,,SMS
0,Y,A000489,,Email
0,N,A000490,,Email
0,N,A000491,,Email
0,N,A000492,,Email
0,N,A000493,,Phone Call
0,N,A000494,,Email
0,Y,A000495,,SMS
0,N,A000496,,Email
0,Y,A000497,,Phone Call
0,N,A000498,,Email
0,N,A000499,,Email
0,Y,A000500,,Email
0,N,A000501,,Email
0,N,A000502,,Phone Call
0,Y,A000503,,Phone Call
0,N,A000504,,Phone Call
0,N,A000505,,Phone Call
0,Y,A000506,,Phone Call
0,Y,A000507,,SMS
0,Y,A000508,,Email
0,Y,A000509,,Email
0,N,A000510,,Phone Call
0,Y,A000511,,Email
0,N,A000512,,Email
0,N,A000513,,Email
0,N,A000514,,Phone Call
0,N,A000515,,SMS
0,N,A000516,,Phone Call
0,Y,A000517,,Phone Call
1,N,A000518,229035,SMS
0,Y,A000519,,Email
0,N,A000520,,Email
0,Y,A000521,,Phone Call
0,Y,A000522,,Phone Call
0,Y,A000523,,Phone Call
0,Y,A000524,,Email
0,Y,A000525,,SMS
0,N,A000526,,Phone Call
0,N,A000527,,Phone Call
0,Y,A000528,,Email
0,Y,A000529,,SMS
0,N,A000530,,Phone Call
0,N,A000531,,Phone Call
0,N,A000532,,Email
0,N,A000533,,Email
0,N,A000534,,SMS
0,Y,A000535,,SMS
0,N,A000536,,SMS
0,N,A000537,,Email
0,Y,A000538,,Phone Call
0,N,A000539,,Email
1,Y,A000540,145810,Phone Call
0,Y,A000541,,Email
1,N,A000542,174459,Email
0,Y,A000543,,Email
0,N,A000544,,Phone Call
0,N,A000545,,Email
0,N,A000546,,SMS
0,Y,A000547,,Email
0,N,A000548,,Phone Call
0,N,A000549,,Email
0,N,A000550,,SMS
0,N,A000551,,Email
0,N,A000552,,Email
0,N,A000553,,Phone Call
0,N,A000554,,Phone Call
0,Y,A000555,,SMS
0,N,A000556,,Email
0,Y,A000557,,Email
0,N,A000558,,Email
0,N,A000559,,SMS
0,Y,A000560,,SMS
0,N,A000561,,Email
0,Y,A000562,,Email
0,Y,A000563,,Email
0,N,A000564,,Phone Call
0,N,A000565,,Email
0,Y,A000566,,Email
0,N,A000567,,SMS
0,N,A000568,,SMS
0,N,A000569,,SMS
0,Y,A000570,,Phone Call
0,Y,A000571,,Email
0,N,A000572,,Email
0,N,A000573,,Email
0,Y,A000574,,Email
0,N,A000575,,Phone Call
0,Y,A000576,,SMS
0,N,A000577,,SMS
0,Y,A000578,,Email
0,N,A000579,,Email
0,N,A000580,,Email
0,N,A000581,,Email
0,N,A000582,,SMS
0,N,A000583,,SMS
0,N,A000584,,Email
0,N,A000585,,Email
0,N,A000586,,Phone Call
0,Y,A000587,,Phone Call
0,Y,A000588,,Email
0,N,A000589,,SMS
0,Y,A000590,,SMS
0,N,A000591,,Email
0,Y,A000592,,SMS
0,Y,A000593,,Email
0,N,A000594,,Phone Call
0,N,A000595,,SMS
0,N,A000596,,SMS
0,N,A000597,,SMS
0,N,A000598,,SMS
0,Y,A000599,,SMS
0,N,A000600,,Phone Call
0,N,A000601,,Email
0,N,A000602,,Phone Call
0,N,A000603,,Email
0,N,A000604,,Phone Call
0,N,A000605,,SMS
0,Y,A000606,,SMS
0,N,A000607,,Phone Call
0,N,A000608,,SMS
0,N,A000609,,SMS
0,N,A000610,,Phone Call
0,N,A000611,,Email
0,N,A000612,,Email
0,Y,A000613,,Phone Call
0,Y,A000614,,Phone Call
0,Y,A000615,,Phone Call
0,N,A000616,,SMS
0,Y,A000617,,Email
0,N,A000618,,Email
0,N,A000619,,Email
0,Y,A000620,,Email
1,N,A000621,166058,SMS
0,Y,A000622,,Email
1,Y,A000623,186875,Phone Call
0,Y,A000624,,SMS
0,N,A000625,,Phone Call
1,Y,A000626,218064,Phone Call
0,N,A000627,,Email
0,N,A000628,,Phone Call
0,N,A000629,,Phone Call
0,N,A000630,,Phone Call
0,Y,A000631,,Email
0,N,A000632,,SMS
0,N,A000633,,SMS
0,Y,A000634,,SMS
0,N,A000635,,Phone Call
0,N,A000636,,SMS
0,N,A000637,,Phone Call
0,N,A000638,,Email
0,N,A000639,,Phone Call
0,N,A000640,,Phone Call
0,N,A000641,,SMS
0,N,A000642,,Phone Call
0,N,A000643,,Phone Call
0,N,A000644,,Phone Call
0,Y,A000645,,SMS
0,N,A000646,,Email
0,N,A000647,,Phone Call
0,N,A000648,,SMS
0,N,A000649,,Email
0,N,A000650,,Email
0,Y,A000651,,Email
0,N,A000652,,Email
0,N,A000653,,SMS
0,Y,A000654,,Email
0,Y,A000655,,Phone Call
0,Y,A000656,,Email
0,N,A000657,,Phone Call
0,N,A000658,,Email
0,N,A000659,,Email
0,N,A000660,,Phone Call
0,N,A000661,,Phone Call
0,N,A000662,,SMS
0,N,A000663,,Phone Call
0,N,A000664,,Email
0,Y,A000665,,SMS
0,N,A000666,,Email
0,N,A000667,,Phone Call
0,Y,A000668,,Email
0,N,A000669,,Email
0,Y,A000670,,Phone Call
1,Y,A000671,177187,Phone Call
0,Y,A000672,,SMS
0,N,A000673,,SMS
0,N,A000674,,Phone Call
0,N,A000675,,SMS
0,N,A000676,,Email
0,N,A000677,,SMS
0,N,A000678,,Phone Call
0,N,A000679,,Phone Call
0,N,A000680,,Email
0,N,A000681,,SMS
0,N,A000682,,Email
0,N,A000683,,Email
0,N,A000684,,Phone Call
0,N,A000685,,Email
0,N,A000686,,Phone Call
0,N,A000687,,SMS
0,N,A000688,,Phone Call
0,Y,A000689,,Email
0,N,A000690,,SMS
0,Y,A000691,,Phone Call
0,Y,A000692,,Phone Call
0,Y,A000693,,Phone Call
0,N,A000694,,Phone Call
0,N,A000695,,Phone Call
0,N,A000696,,Email
0,N,A000697,,SMS
0,Y,A000698,,SMS
0,N,A000699,,Email
0,Y,A000700,,Email
0,N,A000701,,SMS
0,Y,A000702,,Phone Call
0,Y,A000703,,Email
0,N,A000704,,Phone Call
0,N,A000705,,Phone Call
0,Y,A000706,,Email
1,N,A000707,178449,SMS
0,N,A000708,,Email
0,Y,A000709,,SMS
0,N,A000710,,SMS
0,Y,A000711,,Email
0,N,A000712,,SMS
0,N,A000713,,Phone Call
0,Y,A000714,,SMS
0,N,A000715,,Phone Call
0,N,A000716,,SMS
0,Y,A000717,,Email
1,Y,A000718,159933,SMS
0,N,A000719,,Phone Call
0,N,A000720,,Email
0,N,A000721,,Phone Call
0,N,A000722,,Phone Call
0,Y,A000723,,Phone Call
0,N,A000724,,Email
0,N,A000725,,Phone Call
0,N,A000726,,Email
0,N,A000727,,Phone Call
0,N,A000728,,SMS
0,N,A000729,,Email
0,N,A000730,,Email
1,Y,A000731,147231,SMS
0,Y,A000732,,Email
0,N,A000733,,SMS
0,Y,A000734,,Phone Call
0,N,A000735,,Email
0,N,A000736,,SMS
0,N,A000737,,Phone Call
0,N,A000738,,Email
0,N,A000739,,SMS
0,Y,A000740,,Email
0,N,A000741,,Phone Call
0,N,A000742,,Email
0,Y,A000743,,SMS
0,N,A000744,,Email
0,N,A000745,,Phone Call
0,N,A000746,,Email
0,N,A000747,,SMS
0,Y,A000748,,Phone Call
0,N,A000749,,Phone Call
0,N,A000750,,SMS
0,Y,A000751,,Phone Call
0,Y,A000752,,Email
0,Y,A000753,,Email
0,N,A000754,,Phone Call
0,N,A000755,,Email
0,N,A000756,,Email
0,Y,A000757,,Phone Call
0,Y,A000758,,Email
0,Y,A000759,,Email
0,N,A000760,,SMS
0,N,A000761,,SMS
0,N,A000762,,SMS
0,N,A000763,,SMS
0,N,A000764,,Phone Call
0,N,A000765,,Phone Call
0,N,A000766,,Phone Call
0,N,A000767,,SMS
0,N,A000768,,Email
0,N,A000769,,SMS
0,Y,A000770,,Email
0,Y,A000771,,Email
0,N,A000772,,SMS
0,N,A000773,,Email
0,N,A000774,,SMS
0,Y,A000775,,Email
0,Y,A000776,,SMS
0,N,A000777,,Email
0,N,A000778,,Email
0,N,A000779,,SMS
0,N,A000780,,SMS
0,Y,A000781,,Email
0,N,A000782,,SMS
0,N,A000783,,Phone Call
0,N,A000784,,Email
0,N,A000785,,SMS
0,Y,A000786,,Email
0,N,A000787,,Phone Call
0,N,A000788,,SMS
1,N,A000789,147492,Email
0,N,A000790,,Email
0,Y,A000791,,Email
0,N,A000792,,SMS
1,Y,A000793,170123,Email
0,N,A000794,,Phone Call
0,N,A000795,,Phone Call
0,Y,A000796,,SMS
0,N,A000797,,Email
0,Y,A000798,,SMS
0,Y,A000799,,Email
0,Y,A000800,,Phone Call
0,Y,A000801,,SMS
0,N,A000802,,SMS
0,N,A000803,,Email
0,N,A000804,,Email
0,N,A000805,,SMS
0,Y,A000806,,Phone Call
0,Y,A000807,,Phone Call
0,N,A000808,,Phone Call
0,N,A000809,,SMS
0,N,A000810,,Phone Call
0,Y,A000811,,SMS
0,N,A000812,,Email
0,N,A000813,,Phone Call
0,Y,A000814,,SMS
0,N,A000815,,Phone Call
0,N,A000816,,Email
0,N,A000817,,Phone Call
0,Y,A000818,,SMS
0,N,A000819,,Phone Call
0,Y,A000820,,Phone Call
0,Y,A000821,,SMS
0,N,A000822,,Email
0,N,A000823,,Email
0,Y,A000824,,Phone Call
0,N,A000825,,Email
0,Y,A000826,,Email
0,Y,A000827,,Email
0,N,A000828,,Phone Call
0,N,A000829,,Email
0,Y,A000830,,Email
0,Y,A000831,,SMS
0,Y,A000832,,Phone Call
0,Y,A000833,,Phone Call
0,N,A000834,,SMS
0,N,A000835,,Phone Call
0,N,A000836,,SMS
0,Y,A000837,,Phone Call
0,N,A000838,,Phone Call
0,Y,A000839,,Phone Call
0,N,A000840,,SMS
0,N,A000841,,SMS
0,N,A000842,,Phone Call
0,N,A000843,,SMS
0,N,A000844,,Email
0,Y,A000845,,SMS
0,N,A000846,,Phone Call
0,N,A000847,,Email
0,N,A000848,,Phone Call
0,Y,A000849,,SMS
0,Y,A000850,,Phone Call
0,N,A000851,,Email
0,N,A000852,,SMS
0,N,A000853,,Email
0,N,A000854,,Phone Call
0,N,A000855,,SMS
0,N,A000856,,SMS
0,N,A000857,,Phone Call
0,N,A000858,,SMS
0,N,A000859,,Phone Call
0,N,A000860,,Email
0,N,A000861,,SMS
0,N,A000862,,Email
0,Y,A000863,,Email
0,Y,A000864,,Email
0,N,A000865,,Phone Call
0,N,A000866,,SMS
0,N,A000867,,Phone Call
0,N,A000868,,Email
0,N,A000869,,Email
0,N,A000870,,Phone Call
0,Y,A000871,,Email
0,N,A000872,,Email
0,N,A000873,,Email
0,N,A000874,,Phone Call
0,N,A000875,,SMS
0,N,A000876,,SMS
0,N,A000877,,SMS
0,Y,A000878,,Email
0,N,A000879,,Phone Call
0,N,A000880,,Phone Call
0,N,A000881,,Phone Call
0,N,A000882,,Phone Call
1,Y,A000883,224941,Phone Call
0,Y,A000884,,Phone Call
0,N,A000885,,Email
0,N,A000886,,Email
0,Y,A000887,,Email
0,N,A000888,,SMS
0,N,A000889,,SMS
0,N,A000890,,Email
0,Y,A000891,,Phone Call
0,Y,A000892,,Phone Call
0,N,A000893,,Phone Call
0,N,A000894,,Email
0,N,A000895,,SMS
0,N,A000896,,SMS
0,Y,A000897,,Phone Call
0,N,A000898,,SMS
0,Y,A000899,,Email
0,Y,A000900,,SMS
0,N,A000901,,SMS
0,Y,A000902,,SMS
0,N,A000903,,SMS
0,Y,A000904,,SMS
0,Y,A000905,,Email
0,Y,A000906,,Email
0,N,A000907,,SMS
0,N,A000908,,Email
0,Y,A000909,,Email
0,N,A000910,,SMS
0,Y,A000911,,Email
0,N,A000912,,Phone Call
0,Y,A000913,,SMS
0,N,A000914,,Phone Call
0,N,A000915,,SMS
0,Y,A000916,,SMS
0,Y,A000917,,Email
1,N,A000918,242286,Email
0,N,A000919,,Email
0,Y,A000920,,Phone Call
0,N,A000921,,Email
0,N,A000922,,SMS
0,N,A000923,,Email
0,N,A000924,,Phone Call
0,N,A000925,,Email
0,N,A000926,,Email
0,N,A000927,,SMS
0,N,A000928,,SMS
0,Y,A000929,,SMS
0,N,A000930,,Phone Call
0,Y,A000931,,Email
0,Y,A000932,,Email
0,N,A000933,,Phone Call
0,N,A000934,,Email
0,Y,A000935,,SMS
0,Y,A000936,,SMS
0,N,A000937,,SMS
0,N,A000938,,SMS
0,Y,A000939,,Email
0,N,A000940,,SMS
0,N,A000941,,Phone Call
0,Y,A000942,,Phone Call
0,N,A000943,,Email
0,Y,A000944,,SMS
0,Y,A000945,,SMS
0,N,A000946,,SMS
0,N,A000947,,Phone Call
0,Y,A000948,,Email
0,N,A000949,,Email
0,N,A000950,,Phone Call
0,Y,A000951,,SMS
0,Y,A000952,,Email
0,Y,A000953,,Phone Call
0,Y,A000954,,Email
0,N,A000955,,Phone Call
0,N,A000956,,SMS
0,N,A000957,,Phone Call
0,N,A000958,,SMS
0,Y,A000959,,Phone Call
0,Y,A000960,,SMS
0,Y,A000961,,SMS
0,Y,A000962,,Phone Call
0,Y,A000963,,SMS
0,Y,A000964,,SMS
0,Y,A000965,,Email
0,N,A000966,,Email
0,N,A000967,,Phone Call
0,Y,A000968,,Phone Call
0,N,A000969,,Phone Call
0,N,A000970,,Phone Call
0,Y,A000971,,Email
0,N,A000972,,SMS
0,N,A000973,,Phone Call
0,N,A000974,,Email
0,N,A000975,,Email
0,Y,A000976,,Phone Call
0,Y,A000977,,Email
0,N,A000978,,SMS
0,Y,A000979,,SMS
0,N,A000980,,Phone Call
0,Y,A000981,,Email
0,N,A000982,,Email
0,Y,A000983,,Email
0,Y,A000984,,SMS
0,N,A000985,,Email
0,N,A000986,,Phone Call
0,N,A000987,,SMS
0,N,A000988,,Phone Call
0,N,A000989,,Email
0,Y,A000990,,SMS
0,N,A000991,,Phone Call
0,Y,A000992,,Phone Call
0,Y,A000993,,Email
0,N,A000994,,SMS
1,Y,A000995,166807,Phone Call
0,N,A000996,,Email
0,Y,A000997,,Phone Call
0,N,A000998,,Phone Call
0,N,A000999,,Phone Call
0,Y,A001000,,Phone Call
0,Y,A001001,,SMS
1,Y,A001002,167374,Phone Call
0,Y,A001003,,Email
0,Y,A001004,,Email
0,N,A001005,,SMS
0,Y,A001006,,Email
0,Y,A001007,,Email
0,Y,A001008,,Email
0,N,A001009,,Phone Call
0,Y,A001010,,Email
0,N,A001011,,Phone Call
0,N,A001012,,SMS
0,Y,A001013,,SMS
0,N,A001014,,Phone Call
0,N,A001015,,SMS
0,N,A001016,,Phone Call
0,N,A001017,,SMS
1,Y,A001018,183098,SMS
0,N,A001019,,Email
